,Idrecorrido,Powercod,Rutasalida,Placa,Capacidad,Fechaprogramacion,Horaprogramacion,Ingreso_Salida,Latitud,Longitud
12196,1486.0,CADB83A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,02/29/2024,6:30,ENTRADA,10.3788766666667,-75.4730933333333
12197,1486.0,36958084,Ruta 2 Daniel Lemaitre,TVB199,31.0,02/29/2024,6:30,ENTRADA,10.3788766666667,-75.4730933333333
12198,1486.0,DA1B69A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,02/29/2024,6:31,ENTRADA,10.37877,-75.4716333333333
12199,1486.0,AAB07239,Ruta 2 Daniel Lemaitre,TVB199,31.0,02/29/2024,6:31,ENTRADA,10.37877,-75.4716333333333
12200,1486.0,7AF137A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,02/29/2024,7:00,ENTRADA,10.33923,-75.4929266666667
12201,1488.0,C398A092,Ruta 3 Blas de Lezo,TVB862,22.0,02/29/2024,7:05,SALIDA,10.3391883333333,-75.49291
12202,1488.0,265A6488,Ruta 3 Blas de Lezo,TVB862,22.0,02/29/2024,7:13,SALIDA,10.3392216666667,-75.4928816666667
12203,1488.0,A24653BE,Ruta 3 Blas de Lezo,TVB862,22.0,02/29/2024,7:15,SALIDA,10.3392216666667,-75.4928816666667
12204,1489.0,AAB07239,Ruta 5 Ceballos ADM,TVB862,22.0,02/29/2024,16:22,SALIDA,10.3391883333333,-75.4929383333333
12205,1489.0,DA1B69A5,Ruta 5 Ceballos ADM,TVB862,22.0,02/29/2024,16:22,SALIDA,10.3391883333333,-75.4929383333333
12206,1489.0,CADB83A5,Ruta 5 Ceballos ADM,TVB862,22.0,02/29/2024,16:24,SALIDA,10.33927,-75.49298
12207,1490.0,74E3E75A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:27,SALIDA,10.3393183333333,-75.4929333333333
12208,1490.0,FAB4EDB0,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:27,SALIDA,10.3393183333333,-75.4929333333333
12209,1490.0,F3C66C8F,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:27,SALIDA,10.3393183333333,-75.4929333333333
12210,1489.0,2A7F44A5,Ruta 5 Ceballos ADM,TVB862,22.0,02/29/2024,16:28,SALIDA,10.3393083333333,-75.4929733333333
12211,1489.0,469F6F88,Ruta 5 Ceballos ADM,TVB862,22.0,02/29/2024,16:28,SALIDA,10.3392516666667,-75.4929816666667
12212,1490.0,6421995A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:28,SALIDA,10.3393183333333,-75.4929333333333
12213,1490.0,CA8644A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:29,SALIDA,10.3392533333333,-75.4929366666667
12214,1490.0,DA8844A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:29,SALIDA,10.3392383333333,-75.4929433333333
12215,1490.0,EA603BA5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:29,SALIDA,10.3392383333333,-75.4929433333333
12216,1490.0,7465D35A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:29,SALIDA,10.3392383333333,-75.4929433333333
12217,1489.0,6A79EAB0,Ruta 5 Ceballos ADM,TVB862,22.0,02/29/2024,16:29,SALIDA,10.3391666666667,-75.4929283333333
12218,1490.0,D4A4995A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:29,SALIDA,10.3392383333333,-75.4929433333333
12219,1490.0,5A178639,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:29,SALIDA,10.3392383333333,-75.4929433333333
12220,1489.0,464C6A88,Ruta 5 Ceballos ADM,TVB862,22.0,02/29/2024,16:29,SALIDA,10.3392683333333,-75.4929516666667
12221,1490.0,DA8B68A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:30,SALIDA,10.3392383333333,-75.4929433333333
12222,1490.0,C4288F5A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:30,SALIDA,10.3392383333333,-75.4929433333333
12223,1490.0,4A2544A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:30,SALIDA,10.3392383333333,-75.4929433333333
12224,1490.0,FA757339,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:30,SALIDA,10.3392383333333,-75.4929433333333
12225,1490.0,56396276,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:31,SALIDA,10.3392383333333,-75.4929433333333
12226,1489.0,DA2DE9B0,Ruta 5 Ceballos ADM,TVB862,22.0,02/29/2024,16:31,SALIDA,10.3392116666667,-75.49289
12227,1490.0,B410935A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:31,SALIDA,10.3392383333333,-75.4929433333333
12228,1490.0,4A25F6B0,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:31,SALIDA,10.3392383333333,-75.4929433333333
12229,1489.0,36958084,Ruta 5 Ceballos ADM,TVB862,22.0,02/29/2024,16:31,SALIDA,10.3392666666667,-75.4929666666667
12230,1490.0,0488985A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:32,SALIDA,10.3392383333333,-75.4929433333333
12231,1490.0,4A973EA5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:32,SALIDA,10.3392383333333,-75.4929433333333
12232,1490.0,7AF137A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,02/29/2024,16:33,SALIDA,10.3392383333333,-75.4929433333333
12233,1492.0,56D3AA84,Ruta 2 Daniel Lemaitre,TVB199,31.0,02/29/2024,18:04,ENTRADA,10.4116216666667,-75.5207483333333
12234,1492.0,B37B39A3,Ruta 2 Daniel Lemaitre,TVB199,31.0,02/29/2024,18:10,ENTRADA,10.407595,-75.50945
12235,1493.0,F28451BE,Ruta 1 Olaya,TVC949,16.0,02/29/2024,18:10,ENTRADA,10.4020033333333,-75.4733083333333
12236,1493.0,DAE07C39,Ruta 1 Olaya,TVC949,16.0,02/29/2024,18:14,ENTRADA,10.39859,-75.4706066666667
12237,1491.0,66686676,Ruta 3 Blas de Lezo,TVB862,22.0,02/29/2024,18:19,ENTRADA,10.3790833333333,-75.4899033333333
12238,1492.0,63FDA3A3,Ruta 2 Daniel Lemaitre,TVB199,31.0,02/29/2024,18:20,ENTRADA,10.400405,-75.50142
12239,1493.0,F32E9499,Ruta 1 Olaya,TVC949,16.0,02/29/2024,18:24,ENTRADA,10.4017416666667,-75.4623966666667
12240,1492.0,03B839A3,Ruta 2 Daniel Lemaitre,TVB199,31.0,02/29/2024,18:24,ENTRADA,10.3977266666667,-75.496895
12241,1491.0,A692AA84,Ruta 3 Blas de Lezo,TVB862,22.0,02/29/2024,18:25,ENTRADA,10.3796566666667,-75.4821016666667
12242,1493.0,B3D69399,Ruta 1 Olaya,TVC949,16.0,02/29/2024,18:26,ENTRADA,10.4024666666667,-75.4597516666667
12243,1493.0,4A9A68A5,Ruta 1 Olaya,TVC949,16.0,02/29/2024,18:30,ENTRADA,10.4061633333333,-75.448935
12244,1494.0,9A9D3BA5,Ruta 1 Olaya,TVC949,16.0,02/29/2024,18:34,ENTRADA,10.406165,-75.448935
12245,1494.0,4A9A68A5,Ruta 1 Olaya,TVC949,16.0,02/29/2024,18:35,ENTRADA,10.406165,-75.448935
12246,1494.0,B3D69399,Ruta 1 Olaya,TVC949,16.0,02/29/2024,18:35,ENTRADA,10.406165,-75.448935
12247,1494.0,DAE07C39,Ruta 1 Olaya,TVC949,16.0,02/29/2024,18:35,ENTRADA,10.406165,-75.448935
12248,1494.0,A6416E88,Ruta 1 Olaya,TVC949,16.0,02/29/2024,18:38,ENTRADA,10.3906566666667,-75.448965
12249,1492.0,7AB3DFB0,Ruta 2 Daniel Lemaitre,TVB199,31.0,02/29/2024,18:39,ENTRADA,10.3885133333333,-75.5026183333333
12250,1492.0,06F16D88,Ruta 2 Daniel Lemaitre,TVB199,31.0,02/29/2024,18:39,ENTRADA,10.3885133333333,-75.5026183333333
12251,1494.0,6A813FA5,Ruta 1 Olaya,TVC949,16.0,02/29/2024,18:39,ENTRADA,10.38675,-75.4497933333333
12252,1492.0,AAC5E8B0,Ruta 2 Daniel Lemaitre,TVB199,31.0,02/29/2024,18:40,ENTRADA,10.3883583333333,-75.5034266666667
12253,1497.0,D65DA484,Ruta 1 Olaya,TVB199,31.0,02/29/2024,19:03,SALIDA,10.339315,-75.4929716666667
12254,1497.0,535339A3,Ruta 1 Olaya,TVB199,31.0,02/29/2024,19:06,SALIDA,10.339315,-75.4929716666667
12255,1495.0,EA67DFB0,Ruta 3 Blas de Lezo,TVB862,22.0,02/29/2024,19:06,SALIDA,10.3392566666667,-75.49293
12256,1495.0,EA67DFB0,Ruta 3 Blas de Lezo,TVB862,22.0,02/29/2024,19:06,SALIDA,10.3392566666667,-75.49293
12257,1500.0,3AE22BA5,Ruta 2 Daniel Lemaitre,TVC949,16.0,02/29/2024,19:09,SALIDA,10.339245,-75.4929416666667
12258,1500.0,1A547139,Ruta 2 Daniel Lemaitre,TVC949,16.0,02/29/2024,19:09,SALIDA,10.339245,-75.4929416666667
12259,1500.0,8A9240A5,Ruta 2 Daniel Lemaitre,TVC949,16.0,02/29/2024,19:09,SALIDA,10.339245,-75.4929416666667
12260,1500.0,4A0FE2B0,Ruta 2 Daniel Lemaitre,TVC949,16.0,02/29/2024,19:09,SALIDA,10.339245,-75.4929416666667
12261,1497.0,F4548B5A,Ruta 1 Olaya,TVB199,31.0,02/29/2024,19:09,SALIDA,10.3392816666667,-75.493
12262,1500.0,0474DA5A,Ruta 2 Daniel Lemaitre,TVC949,16.0,02/29/2024,19:10,SALIDA,10.339245,-75.4929416666667
12263,1495.0,DA9D28A5,Ruta 3 Blas de Lezo,TVB862,22.0,02/29/2024,19:10,SALIDA,10.3391716666667,-75.4929583333333
12264,1500.0,D650B084,Ruta 2 Daniel Lemaitre,TVC949,16.0,02/29/2024,19:10,SALIDA,10.339235,-75.49296
12265,1495.0,93139499,Ruta 3 Blas de Lezo,TVB862,22.0,02/29/2024,19:11,SALIDA,10.3392366666667,-75.4929483333333
12266,1497.0,BADE42A5,Ruta 1 Olaya,TVB199,31.0,02/29/2024,19:13,SALIDA,10.3392616666667,-75.4929683333333
12267,1500.0,86F0B684,Ruta 2 Daniel Lemaitre,TVC949,16.0,02/29/2024,19:14,SALIDA,10.3392433333333,-75.492955
12268,1495.0,DACC73A5,Ruta 3 Blas de Lezo,TVB862,22.0,02/29/2024,19:14,SALIDA,10.3392866666667,-75.4929383333333
12269,1495.0,C28751BE,Ruta 3 Blas de Lezo,TVB862,22.0,02/29/2024,19:14,SALIDA,10.3392166666667,-75.49299
12270,1497.0,12C253BE,Ruta 1 Olaya,TVB199,31.0,02/29/2024,19:17,SALIDA,10.33926,-75.4929633333333
12271,1500.0,FA3D44A5,Ruta 2 Daniel Lemaitre,TVC949,16.0,02/29/2024,19:20,SALIDA,10.3394033333333,-75.49323
12272,1502.0,4A25F6B0,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,5:41,ENTRADA,10.4387166666667,-75.5197383333333
12273,1503.0,0488985A,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,5:56,ENTRADA,10.38999,-75.49382
12274,1503.0,DA2DE9B0,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,5:56,ENTRADA,10.3896483333333,-75.49587
12275,1502.0,D650B084,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,5:57,ENTRADA,10.4152733333333,-75.5200133333333
12276,1502.0,D4A4995A,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,5:58,ENTRADA,10.4152733333333,-75.5200133333333
12277,1503.0,86F0B684,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,5:59,ENTRADA,10.38839,-75.50314
12278,1502.0,4A973EA5,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,6:00,ENTRADA,10.4120083333333,-75.521335
12279,1503.0,4A2544A5,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,6:01,ENTRADA,10.38881,-75.5142166666667
12280,1503.0,3AE22BA5,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,6:01,ENTRADA,10.38881,-75.5142166666667
12281,1503.0,220C51BE,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,6:02,ENTRADA,10.3888766666667,-75.5144233333333
12282,1502.0,0474DA5A,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,6:04,ENTRADA,10.408695,-75.51534
12283,1502.0,8A9240A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,6:05,ENTRADA,10.4081033333333,-75.5124183333333
12284,1502.0,74E3E75A,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,6:06,ENTRADA,10.4076,-75.5095366666667
12285,1502.0,56396276,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,6:06,ENTRADA,10.4076,-75.5095366666667
12286,1502.0,7AF137A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,6:10,ENTRADA,10.4027216666667,-75.4960583333333
12287,1503.0,1A547139,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,6:11,ENTRADA,10.3781116666667,-75.4977733333333
12288,1502.0,CA8644A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,6:12,ENTRADA,10.39799,-75.4932816666667
12289,1502.0,FA3D44A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,6:13,ENTRADA,10.39799,-75.4932816666667
12290,1502.0,DA8B68A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,6:13,ENTRADA,10.39799,-75.4932816666667
12291,1502.0,7465D35A,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,6:13,ENTRADA,10.39799,-75.4932816666667
12292,1502.0,04DAB85A,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,6:15,ENTRADA,10.3944716666667,-75.4881633333333
12293,1503.0,469F6F88,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,6:18,ENTRADA,10.3799266666667,-75.4879466666667
12294,1503.0,DA9D28A5,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,6:19,ENTRADA,10.3797533333333,-75.4849566666667
12295,1502.0,464C6A88,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,6:21,ENTRADA,10.3905366666667,-75.47861
12296,1503.0,C28751BE,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,6:21,ENTRADA,10.379635,-75.4824083333333
12297,1503.0,93139499,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,6:23,ENTRADA,10.3793316666667,-75.47955
12298,1503.0,DACC73A5,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,6:23,ENTRADA,10.3792716666667,-75.4789116666667
12299,1503.0,03183AA3,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,6:23,ENTRADA,10.3792366666667,-75.4784816666667
12300,1503.0,43283AA3,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,6:24,ENTRADA,10.3792516666667,-75.4782
12301,1503.0,C44A8F5A,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,6:32,ENTRADA,10.37897,-75.4746533333333
12302,1503.0,2A7F44A5,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,6:32,ENTRADA,10.37897,-75.4746533333333
12303,1502.0,AAB07239,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,6:39,ENTRADA,10.3787616666667,-75.4716416666667
12304,1502.0,DA1B69A5,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,6:39,ENTRADA,10.3787616666667,-75.4716416666667
12305,1502.0,63143AA3,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,6:39,ENTRADA,10.3796816666667,-75.4708616666667
12306,1502.0,C6B99C84,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,6:54,ENTRADA,10.371715,-75.4557933333333
12307,1505.0,DAE07C39,Ruta 1 Olaya,TVB199,31.0,03/01/2024,7:14,SALIDA,10.339275,-75.4929016666667
12308,1504.0,2652B784,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,7:18,SALIDA,10.3391833333333,-75.4929133333333
12309,1504.0,66686676,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,7:18,SALIDA,10.3391833333333,-75.4929133333333
12310,1505.0,AAC5E8B0,Ruta 1 Olaya,TVB199,31.0,03/01/2024,7:20,SALIDA,10.3392883333333,-75.49291
12311,1505.0,9A9D3BA5,Ruta 1 Olaya,TVB199,31.0,03/01/2024,7:22,SALIDA,10.339285,-75.492925
12312,1505.0,6A813FA5,Ruta 1 Olaya,TVB199,31.0,03/01/2024,7:22,SALIDA,10.3392683333333,-75.49291
12313,1505.0,4A9A68A5,Ruta 1 Olaya,TVB199,31.0,03/01/2024,7:22,SALIDA,10.3392683333333,-75.49291
12314,1505.0,B3D69399,Ruta 1 Olaya,TVB199,31.0,03/01/2024,7:22,SALIDA,10.3392433333333,-75.4928733333333
12315,1505.0,F32E9499,Ruta 1 Olaya,TVB199,31.0,03/01/2024,7:22,SALIDA,10.3392433333333,-75.4928733333333
12316,1505.0,F28451BE,Ruta 1 Olaya,TVB199,31.0,03/01/2024,7:22,SALIDA,10.3392433333333,-75.4928733333333
12317,1504.0,A692AA84,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,7:43,SALIDA,10.371895,-75.5055533333333
12318,1506.0,AAB07239,Ruta 5 Ceballos ADM,TVB862,22.0,03/01/2024,16:20,SALIDA,10.3393,-75.4929566666667
12319,1506.0,DA1B69A5,Ruta 5 Ceballos ADM,TVB862,22.0,03/01/2024,16:20,SALIDA,10.3393,-75.4929566666667
12320,1507.0,4A2544A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:23,SALIDA,10.3391633333333,-75.4929433333333
12321,1507.0,535339A3,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:24,SALIDA,10.3392516666667,-75.49294
12322,1507.0,EA603BA5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:25,SALIDA,10.3392516666667,-75.49294
12323,1507.0,1A0C7D39,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:25,SALIDA,10.3392516666667,-75.49294
12324,1507.0,6421995A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:26,SALIDA,10.3392516666667,-75.49294
12325,1507.0,74E3E75A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:27,SALIDA,10.3392516666667,-75.49294
12326,1506.0,469F6F88,Ruta 5 Ceballos ADM,TVB862,22.0,03/01/2024,16:27,SALIDA,10.3391483333333,-75.4928983333333
12327,1507.0,5A178639,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:27,SALIDA,10.3392516666667,-75.49294
12328,1507.0,7465D35A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:28,SALIDA,10.3392516666667,-75.49294
12329,1506.0,DA9D28A5,Ruta 5 Ceballos ADM,TVB862,22.0,03/01/2024,16:28,SALIDA,10.33924,-75.4929033333333
12330,1506.0,CADB83A5,Ruta 5 Ceballos ADM,TVB862,22.0,03/01/2024,16:28,SALIDA,10.33924,-75.4929033333333
12331,1507.0,D65DA484,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:28,SALIDA,10.3392516666667,-75.49294
12332,1506.0,2A7F44A5,Ruta 5 Ceballos ADM,TVB862,22.0,03/01/2024,16:29,SALIDA,10.33924,-75.4929033333333
12333,1507.0,F3C66C8F,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:29,SALIDA,10.3392516666667,-75.49294
12334,1507.0,D650B084,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:29,SALIDA,10.3392516666667,-75.49294
12335,1507.0,FA757339,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:29,SALIDA,10.3392516666667,-75.49294
12336,1507.0,C4288F5A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:30,SALIDA,10.3392516666667,-75.49294
12337,1507.0,7AF137A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:30,SALIDA,10.3392516666667,-75.49294
12338,1507.0,CA8644A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:31,SALIDA,10.3392516666667,-75.49294
12339,1507.0,4A973EA5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:31,SALIDA,10.3392516666667,-75.49294
12340,1507.0,DA8B68A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:32,SALIDA,10.3392516666667,-75.49294
12341,1507.0,DA8844A5,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:32,SALIDA,10.3392516666667,-75.49294
12342,1507.0,FAB4EDB0,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:32,SALIDA,10.3392516666667,-75.49294
12343,1506.0,DA2DE9B0,Ruta 5 Ceballos ADM,TVB862,22.0,03/01/2024,16:32,SALIDA,10.33924,-75.4929033333333
12344,1506.0,464C6A88,Ruta 5 Ceballos ADM,TVB862,22.0,03/01/2024,16:32,SALIDA,10.33924,-75.4929033333333
12345,1507.0,4A25F6B0,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:33,SALIDA,10.3392516666667,-75.49294
12346,1507.0,56396276,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:34,SALIDA,10.3392516666667,-75.49294
12347,1507.0,0488985A,Ruta 4 Daniel Lemetre ADM,TVB199,31.0,03/01/2024,16:34,SALIDA,10.3392516666667,-75.49294
12348,1508.0,2609B184,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,17:53,ENTRADA,10.3884833333333,-75.5028883333333
12349,1509.0,56D3AA84,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,18:03,ENTRADA,10.41162,-75.5206883333333
12350,1509.0,B37B39A3,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,18:08,ENTRADA,10.40764,-75.509675
12351,1510.0,F28451BE,Ruta 1 Olaya,TVC949,16.0,03/01/2024,18:17,ENTRADA,10.40186,-75.47302
12352,1509.0,63FDA3A3,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,18:17,ENTRADA,10.40031,-75.5012466666667
12353,1509.0,03B839A3,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,18:20,ENTRADA,10.3976633333333,-75.4967583333333
12354,1510.0,DAE07C39,Ruta 1 Olaya,TVC949,16.0,03/01/2024,18:20,ENTRADA,10.398615,-75.4706116666667
12355,1508.0,66686676,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,18:20,ENTRADA,10.3791116666667,-75.4897983333333
12356,1508.0,2652B784,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,18:26,ENTRADA,10.379615,-75.4810016666667
12357,1510.0,F32E9499,Ruta 1 Olaya,TVC949,16.0,03/01/2024,18:31,ENTRADA,10.40175,-75.4624183333333
12358,1510.0,B3D69399,Ruta 1 Olaya,TVC949,16.0,03/01/2024,18:32,ENTRADA,10.402495,-75.4598233333333
12359,1510.0,4A9A68A5,Ruta 1 Olaya,TVC949,16.0,03/01/2024,18:36,ENTRADA,10.4062316666667,-75.448975
12360,1510.0,9A9D3BA5,Ruta 1 Olaya,TVC949,16.0,03/01/2024,18:36,ENTRADA,10.4062316666667,-75.448975
12361,1509.0,AAC5E8B0,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,18:38,ENTRADA,10.388475,-75.5027866666667
12362,1509.0,7AB3DFB0,Ruta 2 Daniel Lemaitre,TVB199,31.0,03/01/2024,18:38,ENTRADA,10.388465,-75.5028466666667
12363,1510.0,5A53F5B0,Ruta 1 Olaya,TVC949,16.0,03/01/2024,18:40,ENTRADA,10.3906083333333,-75.4489766666667
12364,1510.0,6A813FA5,Ruta 1 Olaya,TVC949,16.0,03/01/2024,18:41,ENTRADA,10.3867633333333,-75.44978
12365,1508.0,1AD7E5B0,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,18:45,ENTRADA,10.37589,-75.45995
12366,1511.0,FA3D44A5,Ruta 2 Daniel Lemaitre,TVC949,16.0,03/01/2024,19:07,SALIDA,10.3392616666667,-75.4929333333333
12367,1511.0,0474DA5A,Ruta 2 Daniel Lemaitre,TVC949,16.0,03/01/2024,19:08,SALIDA,10.3392516666667,-75.4929
12368,1511.0,3AE22BA5,Ruta 2 Daniel Lemaitre,TVC949,16.0,03/01/2024,19:09,SALIDA,10.3391966666667,-75.492905
12369,1512.0,A3C0698F,Ruta 1 Olaya,TVB199,31.0,03/01/2024,19:10,SALIDA,10.339285,-75.4929383333333
12370,1513.0,93139499,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,19:12,SALIDA,10.3392166666667,-75.492945
12371,1512.0,E4CDB75A,Ruta 1 Olaya,TVB199,31.0,03/01/2024,19:12,SALIDA,10.3393033333333,-75.4929533333333
12372,1513.0,03183AA3,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,19:14,SALIDA,10.3392716666667,-75.49295
12373,1512.0,B410935A,Ruta 1 Olaya,TVB199,31.0,03/01/2024,19:15,SALIDA,10.3392733333333,-75.4929516666667
12374,1511.0,8A9240A5,Ruta 2 Daniel Lemaitre,TVC949,16.0,03/01/2024,19:16,SALIDA,10.3392083333333,-75.4929116666667
12375,1513.0,DACC73A5,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,19:16,SALIDA,10.3392716666667,-75.49295
12376,1511.0,220C51BE,Ruta 2 Daniel Lemaitre,TVC949,16.0,03/01/2024,19:17,SALIDA,10.3392083333333,-75.4929116666667
12377,1512.0,BADE42A5,Ruta 1 Olaya,TVB199,31.0,03/01/2024,19:17,SALIDA,10.3393316666667,-75.4929983333333
12378,1512.0,12C253BE,Ruta 1 Olaya,TVB199,31.0,03/01/2024,19:17,SALIDA,10.3393316666667,-75.4929983333333
12379,1511.0,86F0B684,Ruta 2 Daniel Lemaitre,TVC949,16.0,03/01/2024,19:19,SALIDA,10.3392166666667,-75.4929316666667
12380,1512.0,8A557D39,Ruta 1 Olaya,TVB199,31.0,03/01/2024,19:19,SALIDA,10.3393316666667,-75.492955
12381,1512.0,F4548B5A,Ruta 1 Olaya,TVB199,31.0,03/01/2024,19:19,SALIDA,10.3393316666667,-75.492955
12382,1513.0,63143AA3,Ruta 3 Blas de Lezo,TVB862,22.0,03/01/2024,19:20,SALIDA,10.3392716666667,-75.49295
12383,1515.0,7A38DFB0,Ruta 3 Blas de Lezo,TVB862,22.0,03/02/2024,6:01,ENTRADA,10.3884783333333,-75.5027816666667
12384,1515.0,366FA484,Ruta 3 Blas de Lezo,TVB862,22.0,03/02/2024,6:01,ENTRADA,10.3884866666667,-75.5027883333333
12385,1515.0,220C51BE,Ruta 3 Blas de Lezo,TVB862,22.0,03/02/2024,6:04,ENTRADA,10.389035,-75.51475
12386,1515.0,73A4A3A3,Ruta 3 Blas de Lezo,TVB862,22.0,03/02/2024,6:06,ENTRADA,10.38499,-75.5069083333333
